lattitude,longitude,place,Room_no
13.6302806,78.4779747,0,217
13.6302845,78.4779689,0,217
13.6302571,78.4779778,0,217
13.6302714,78.4779742,0,217
13.6302943,78.4779694,0,217
13.63026,78.4779758,0,217
13.6302464,78.4779928,0,217
13.630269,78.4779794,0,217
13.630288,78.4779856,0,217
13.6302379,78.4779887,0,217
13.6302713,78.4779838,0,217
13.6302853,78.4779815,0,217
13.630251,78.477985,0,217
13.6302486,78.4779856,0,217
13.6302119,78.4779972,0,217
13.6302511,78.4779896,0,217
13.63022,78.4780009,0,217
13.6302548,78.4779892,0,217
13.6302879,78.4779789,0,217
13.6302593,78.4779836,0,217
13.6302687,78.4779796,0,217
13.6302691,78.4779717,0,217
13.6302553,78.4779818,0,217
13.6303193,78.4779734,0,217
13.6302048,78.477997,0,217
13.6302474,78.4779842,0,217
13.6302376,78.4779866,0,217
13.6301959,78.4780185,0,217
13.6303098,78.4779848,0,217
13.630245,78.4779853,0,217
13.6302515,78.4779827,0,217
13.6302363,78.477998,0,217
13.6302818,78.4779864,0,217
13.6302315,78.4779924,0,217
13.630235,78.4779995,0,217
13.630272,78.4779837,0,217
13.6302318,78.4779881,0,217
13.6302227,78.477984,0,217
13.6302054,78.4779965,0,217
13.6302272,78.4779927,0,217
13.6302248,78.4779872,0,217
13.6302293,78.4779852,0,217
13.630247,78.4779865,0,217
13.6302107,78.4779894,0,217
13.6302611,78.477977,0,217
13.6302584,78.4779685,0,217
13.6302419,78.4779873,0,217
13.6302399,78.4779917,0,217
13.6302262,78.4779865,0,217
13.6302817,78.4779782,0,217
13.6302955,78.477967,0,217
13.6302224,78.4779834,0,217
13.6302375,78.4779912,0,217
13.630209,78.4779807,0,217
13.6302411,78.4780022,0,217
13.6302071,78.4779814,0,217
13.630215,78.477982,0,217
13.6302062,78.4779778,0,217
13.6302191,78.4780094,0,217
13.6302689,78.4779969,0,217
13.6302227,78.4779801,0,217
13.6302448,78.4779749,0,217
13.6302133,78.4780027,0,217
13.6302502,78.4780131,0,217
13.6302476,78.47799,0,217
13.6302081,78.4780153,0,217
13.6302236,78.4779964,0,217
13.6302392,78.4779849,0,217
13.6302288,78.4780008,0,217
13.6302625,78.4779915,0,217
13.6302803,78.4779774,0,217
13.6301969,78.4780088,0,217
13.6302296,78.4779962,0,217
13.630216,78.4780064,0,217
13.630205,78.478012,0,217
13.6302529,78.4779926,0,217
13.6302339,78.4779973,0,217
13.6302418,78.4779984,0,217
13.6302856,78.4779704,0,217
13.6302494,78.4779836,0,217
13.6302319,78.4779982,0,217
13.6302507,78.4779804,0,217
13.6302508,78.4780095,0,217
13.630239,78.4779937,0,217
13.6302423,78.4779781,0,217
13.6302371,78.4779818,0,217
13.6302551,78.4780107,0,217
13.6302591,78.4779834,0,217
13.6302214,78.4779802,0,217
13.6302216,78.4779958,0,217
13.6302963,78.4779877,0,217
13.6302132,78.4779731,0,217
13.6302248,78.477978,0,217
13.6302409,78.4779903,0,217
13.6302278,78.4779828,0,217
13.6302518,78.477983,0,217
13.6302249,78.477988,0,217
13.6302905,78.4779775,0,217
13.6302305,78.4779911,0,217
13.6302352,78.4780038,0,217
13.6302324,78.4779852,0,217
13.6302231,78.4780018,0,217
13.6302448,78.4779946,0,217
13.6302695,78.47798,0,217
13.6302445,78.4779848,0,217
13.6302642,78.4779836,0,217
13.6302107,78.4779879,0,217
13.6302296,78.4779872,0,217
13.6302393,78.4779848,0,217
13.6302312,78.4779875,0,217
13.6302295,78.4780102,0,217
13.6302755,78.4779831,0,217
13.6302222,78.4779859,0,217
13.6302655,78.4779907,0,217
13.630219,78.477984,0,217
13.6302248,78.4779929,0,217
13.6302269,78.4779855,0,217
13.6303112,78.4779629,0,217
13.6302053,78.4779946,0,217
13.6302128,78.4779935,0,217
13.630236,78.4779905,0,217
13.6302039,78.4779964,0,217
13.6302478,78.4780064,0,217
13.6302329,78.4779988,0,217
13.630199,78.4779958,0,217
13.6302716,78.4779923,0,217
13.6302533,78.4779903,0,217
13.6302643,78.4779835,0,217
13.6302709,78.4779881,0,217
13.630279,78.4779717,0,217
13.6302802,78.4779694,0,217
13.6302535,78.477986,0,217
13.6302891,78.4779978,0,217
13.6302337,78.4779822,0,217
13.6302408,78.4779833,0,217
13.6302156,78.4779951,0,217
13.6302554,78.4779884,0,217
13.6302585,78.4779934,0,217
13.6302848,78.4779823,0,217
13.6302495,78.477966,0,217
13.6302232,78.4779909,0,217
13.6302437,78.4779732,0,217
13.6302217,78.4779849,0,217
13.6302488,78.4779692,0,217
13.6302218,78.4779969,0,217
13.6302534,78.4779723,0,217
13.6302437,78.4779732,0,217
13.6302369,78.4779971,0,217
13.6302365,78.4779839,0,217
13.6302615,78.4779949,0,217
13.6302269,78.4779781,0,217
13.6302437,78.4779732,0,217
13.6302485,78.4779917,0,217
13.6302182,78.4779816,0,217
13.6302014,78.4780084,0,217
13.6302829,78.4779853,0,217
13.6302163,78.4779902,0,217
13.6302847,78.4779861,0,217
13.6302603,78.4779932,0,217
13.6302014,78.4780084,0,217
13.6302547,78.4779892,0,217
13.6302743,78.4779819,0,217
13.6302014,78.4780084,0,217
13.6302253,78.4779913,0,217
13.6302059,78.4779743,0,217
13.630255,78.4779833,0,217
13.6302288,78.4779927,0,217
13.6302014,78.4780084,0,217
13.6302452,78.4779829,0,217
13.6302306,78.4779884,0,217
13.6302014,78.4780084,0,217
13.6302801,78.4779755,0,217
13.6302252,78.4779792,0,217
13.630264,78.4779789,0,217
13.6302014,78.4780084,0,217
13.6302125,78.4779831,0,217
13.6302653,78.4779707,0,217
13.6302285,78.4779852,0,217
13.6302362,78.4779873,0,217
13.6302014,78.4780084,0,217
13.6302089,78.4779763,0,217
13.6302661,78.4779845,0,217
13.6302297,78.4779767,0,217
13.6302014,78.4780084,0,217
13.6302371,78.4779907,0,217
13.6302753,78.4779818,0,217
13.6302325,78.4779795,0,217
13.6302014,78.4780084,0,217
13.6302506,78.4779934,0,217
13.6302163,78.4779831,0,217
13.6302519,78.4779975,0,217
13.6302014,78.4780084,0,217
13.6302238,78.4779731,0,217
13.6302598,78.4779929,0,217
13.6302014,78.4780084,0,217
13.6302485,78.4779973,0,217
13.6302014,78.4780084,0,217
13.63024,78.4780024,0,217
13.6302014,78.4780084,0,217
13.6302128,78.4780016,0,217
13.6302306,78.4779924,0,217
13.6302718,78.4779798,0,217
13.6302649,78.4779994,0,217
13.6302473,78.4779844,0,217
13.6302314,78.4779886,0,217
13.630262,78.4779769,0,217
13.6302377,78.4780039,0,217
13.6302823,78.4779786,0,217
13.630215,78.478004,0,217
13.6302378,78.4779972,0,217
13.6302784,78.477984,0,217
13.6302014,78.4780084,0,217
13.6302336,78.4779963,0,217
13.6302718,78.4779736,0,217
13.630289,78.4779729,0,217
13.6302014,78.4780084,0,217
13.6302694,78.4779866,0,217
13.6302517,78.4779843,0,217
13.6302396,78.4779898,0,217
13.6302014,78.4780084,0,217
13.6302464,78.4779978,0,217
13.6302405,78.477982,0,217
13.6302359,78.4779899,0,217
13.630271,78.4779754,0,217
13.6302594,78.4779883,0,217
13.6302515,78.477983,0,217
13.6302014,78.4780084,0,217
13.6302358,78.4779886,0,217
13.6302371,78.4779905,0,217
13.6302233,78.4779932,0,217
13.6302348,78.4780026,0,217
13.6302442,78.4780005,0,217
13.6302038,78.477997,0,217
13.6302564,78.4779647,0,217
13.6302152,78.4779868,0,217
13.6302909,78.4779661,0,217
13.6302014,78.4780084,0,217
13.6302673,78.4779743,0,217
13.6302917,78.477973,0,217
13.6302659,78.4779834,0,217
13.6302014,78.4780084,0,217
13.6302742,78.4779753,0,217
13.6302584,78.4779886,0,217
13.6302656,78.4779889,0,217
13.6302014,78.4780084,0,217
13.6302591,78.4779779,0,217
13.6302322,78.4779945,0,217
13.6302953,78.4779733,0,217
13.6302014,78.4780084,0,217
13.630245,78.4779893,0,217
13.6302217,78.4779962,0,217
13.6302369,78.4779881,0,217
13.6301963,78.4780032,0,217
13.6302014,78.4780084,0,217
13.6302124,78.4779951,0,217
13.6302152,78.4779942,0,217
13.6302014,78.4780084,0,217
13.6302632,78.4779749,0,217
13.6302387,78.4779851,0,217
13.6302109,78.4779968,0,217
13.6302014,78.4780084,0,217
13.6302382,78.4779645,0,217
13.6302378,78.4779824,0,217
13.63023,78.4779747,0,217
13.630224,78.4779966,0,217
13.6302239,78.4779907,0,217
13.6302383,78.4779725,0,217
13.6302014,78.4780084,0,217
13.6302466,78.4779825,0,217
13.6301991,78.4779978,0,217
13.6302376,78.477993,0,217
13.6302378,78.477985,0,217
13.6302014,78.4780084,0,217
13.6302364,78.4779914,0,217
13.6302257,78.4779991,0,217
13.6302181,78.4779998,0,217
13.6302014,78.4780084,0,217
13.6302318,78.4779775,0,217
13.6302211,78.4779801,0,217
13.6302313,78.4779873,0,217
13.6302395,78.4779909,0,217
13.6302095,78.477977,0,217
13.6302263,78.4780055,0,217
13.6302167,78.4779767,0,217
13.6302229,78.4779997,0,217
13.6302288,78.4779731,0,217
13.6302535,78.4779865,0,217
13.6302409,78.47799,0,217
13.6302644,78.4779921,0,217
13.6302288,78.4779987,0,217
13.6302014,78.4780084,0,217
13.6302069,78.4780006,0,217
13.6302499,78.4779963,0,217
13.6302299,78.4779902,0,217
13.630223,78.4779708,0,217
13.6302685,78.4779799,0,217
13.6302669,78.4780026,0,217
13.6302442,78.4779774,0,217
13.6302448,78.4779995,0,217
13.6302368,78.4779755,0,217
13.6302846,78.4779963,0,217
13.6302449,78.4779997,0,217
13.6302267,78.4780061,0,217
13.6302291,78.4779944,0,217
13.630219,78.4780003,0,217
13.6302588,78.4779944,0,217
13.6302544,78.47799,0,217
13.6302226,78.4779828,0,217
13.6302429,78.4779881,0,217
13.6302389,78.4779843,0,217
13.6302242,78.4780096,0,217
13.6302395,78.4779852,0,217
13.6302329,78.4780102,0,217
13.6302182,78.4779897,0,217
13.6302174,78.4780139,0,217
13.6302434,78.4779828,0,217
13.6302234,78.4779971,0,217
13.6302106,78.4779988,0,217
13.6302572,78.4779783,0,217
13.6302759,78.4779749,0,217
13.6302633,78.4779638,0,217
13.6302778,78.4779767,0,217
13.63024,78.4779892,0,217
13.630226,78.4779878,0,217
13.6302349,78.4779937,0,217
13.6302363,78.477983,0,217
13.6302775,78.4779804,0,217
13.6303028,78.4779734,0,217
13.6302242,78.4779844,0,217
13.6302221,78.4779898,0,217
13.630302,78.4779762,0,217
13.6302407,78.4779799,0,217
13.6302255,78.4779885,0,217
13.6302458,78.4779888,0,217
13.6302802,78.4779945,0,217
13.6302323,78.4779825,0,217
13.6302579,78.4779801,0,217
13.6302632,78.4779863,0,217
13.6302564,78.4779771,0,217
13.6302603,78.4779864,0,217
13.6302612,78.4779834,0,217
13.6302281,78.4779908,0,217
13.6302479,78.4779909,0,217
13.6302935,78.477988,0,217
13.6302511,78.4779819,0,217
13.6302493,78.4779883,0,217
13.6302586,78.4779795,0,217
13.6302656,78.4779849,0,217
13.6302366,78.4779917,0,217
13.6302218,78.4780154,0,217
13.6302399,78.4779878,0,217
13.6303145,78.4779951,0,217
13.6302321,78.4779948,0,217
13.6302153,78.4779955,0,217
13.6302152,78.4779966,0,217
13.630236,78.4779887,0,217
13.6302755,78.4779831,0,217
13.630214,78.4779947,0,217
13.6302354,78.4779891,0,217
13.6302164,78.4780046,0,217
13.630273,78.4779787,0,217
13.6302439,78.4779895,0,217
13.6302583,78.4779818,0,217
13.6302605,78.4779994,0,217
13.630197,78.4779964,0,217
13.6302547,78.4779937,0,217
13.6302407,78.4779828,0,217
13.6302779,78.4779662,0,217
13.6302563,78.4779778,0,217
13.6302154,78.4779984,0,217
13.6302246,78.4779965,0,217
13.6302712,78.4779753,0,217
13.6302596,78.4779902,0,217
13.6302734,78.4779866,0,217
13.6302481,78.4779914,0,217
13.6302313,78.4779874,0,217
13.6302654,78.4779892,0,217
13.6302375,78.4779906,0,217
13.6302382,78.4779945,0,217
13.6302616,78.4779889,0,217
13.6302363,78.4780044,0,217
13.6302364,78.4779997,0,217
13.6302618,78.4779982,0,217
13.6302694,78.478009,0,217
13.6302874,78.477981,0,217
13.6302884,78.4779856,0,217
13.6302844,78.4779789,0,217
13.6302279,78.477992,0,217
13.6302339,78.477991,0,217
13.6302246,78.4779809,0,217
13.6302612,78.4779861,0,217
13.6302526,78.4779911,0,217
13.6302315,78.4779836,0,217
13.6302398,78.4779808,0,217
13.6302593,78.4780022,0,217
13.6302465,78.4779791,0,217
13.6302206,78.4780072,0,217
13.6302517,78.4779901,0,217
13.6302364,78.4779893,0,217
13.6302061,78.4780078,0,217
13.6302134,78.477997,0,217
13.6302811,78.4779604,0,217
13.6302272,78.4779962,0,217
13.6302299,78.4779913,0,217
13.6302577,78.4779852,0,217
13.6302251,78.477997,0,217
13.6302878,78.478002,0,217
13.6302437,78.4779854,0,217
13.6302291,78.4779795,0,217
13.6302426,78.4779791,0,217
13.6302534,78.4780236,0,217
13.6302472,78.4779847,0,217
13.630225,78.4779895,0,217
13.6302379,78.4779814,0,217
13.6302856,78.4780005,0,217
13.6302534,78.4779821,0,217
13.630227,78.4779827,0,217
13.630232,78.4779896,0,217
13.6302249,78.4779855,0,217
13.6302564,78.4779745,0,217
13.6302409,78.4779835,0,217
13.6302479,78.4779823,0,217
13.6302361,78.4779738,0,217
13.630258,78.4779863,0,217
13.6302937,78.4779664,0,217
13.6302538,78.4779867,0,217
13.630234,78.4779771,0,217
13.6302433,78.4779982,0,217
13.6302643,78.4779775,0,217
13.630245,78.4779926,0,217
13.6302703,78.4779814,0,217
13.6302432,78.4779729,0,217
13.6302318,78.4779877,0,217
13.6302289,78.4779841,0,217
13.6302046,78.4779718,0,217
13.630302,78.4779716,0,217
13.6302259,78.477978,0,217
13.6302121,78.4779748,0,217
13.6302772,78.4779727,0,217
13.6303408,78.4779893,0,217
13.6302769,78.4779785,0,217
13.6302425,78.4779688,0,217
13.6302414,78.4779661,0,217
13.6302548,78.4779917,0,217
13.6303355,78.4779804,0,217
13.6302702,78.4779936,0,217
13.6302573,78.4779689,0,217
13.6302742,78.4779808,0,217
13.6302961,78.4780119,0,217
13.6302898,78.4779779,0,217
13.6302627,78.4779592,0,217
13.6302787,78.4779755,0,217
13.6303204,78.4779844,0,217
13.6302226,78.4779929,0,217
13.6302814,78.4779783,0,217
13.6302209,78.4779943,0,217
13.6302848,78.4779812,0,217
13.6302322,78.4779943,0,217
13.6302408,78.477984,0,217
13.6303179,78.4780032,0,217
13.6302178,78.4779898,0,217
13.6302196,78.4779849,0,217
13.6303137,78.4779686,0,217
13.6303215,78.4779691,0,217
13.6303222,78.4779674,0,217
13.6303211,78.477971,0,217
13.6302653,78.477988,0,217
13.6302565,78.4779875,0,217
13.6302829,78.4779915,0,217
13.6302956,78.4779834,0,217
13.6302857,78.4779831,0,217
13.6303144,78.4779694,0,217
13.6302725,78.4779825,0,217
13.6302923,78.4779881,0,217
13.6303132,78.4779769,0,217
13.630301,78.4779792,0,217
13.6302843,78.4779757,0,217
13.6302484,78.4779761,0,217
13.6302669,78.4779882,0,217
13.6302526,78.4779919,0,217
13.6302689,78.4779793,0,217
13.6302778,78.4779863,0,217
13.6303231,78.4779696,0,217
13.6303242,78.477975,0,217
13.6302913,78.477988,0,217
13.6302522,78.4779845,0,217
13.6302748,78.4779744,0,217
13.6302796,78.4779747,0,217
13.6303038,78.4779692,0,217
13.6302599,78.4779716,0,217
13.6302735,78.4779722,0,217
13.630303,78.4779694,0,217
13.6302909,78.4779775,0,217
13.6302905,78.4779834,0,217
13.6302863,78.4779785,0,217
13.6302746,78.4779835,0,217
13.6302846,78.4779679,0,217
13.6302782,78.4779759,0,217
13.630307,78.4779706,0,217
13.6302953,78.4779786,0,217
13.6302837,78.4779918,0,217
13.6302772,78.4779889,0,217
13.6303126,78.4779657,0,217
13.6302912,78.4779847,0,217
13.6303073,78.4779849,0,217
13.6303085,78.4779807,0,217
13.6302784,78.4779899,0,217
13.6302773,78.4779876,0,217
13.630283,78.4779798,0,217
13.630278,78.4779846,0,217
13.6302574,78.4779998,0,217
13.6302723,78.4780033,0,217
13.6302881,78.4779878,0,217
13.6302979,78.4779855,0,217
13.6303071,78.4779788,0,217
13.6303053,78.4779849,0,217
13.6303038,78.4779841,0,217
13.6303046,78.4779739,0,217
13.6303028,78.4779731,0,217
13.6302932,78.4779761,0,217
13.6302794,78.4779806,0,217
13.6302794,78.4779793,0,217
13.630271,78.477982,0,217
13.6302976,78.4779724,0,217
13.6302907,78.4779789,0,217
13.6302981,78.4779799,0,217
13.6302982,78.477973,0,217
13.6302761,78.4779757,0,217
13.6302698,78.4779822,0,217
13.6302779,78.4779884,0,217
13.6302762,78.4779846,0,217
13.6302835,78.4779845,0,217
13.6302644,78.4779875,0,217
13.6302503,78.4779883,0,217
13.6302627,78.4779901,0,217
13.6302775,78.4779851,0,217
13.6302805,78.4779843,0,217
13.6302723,78.4779776,0,217
13.6302748,78.4779902,0,217
13.6303062,78.4779798,0,217
13.6302787,78.4779929,0,217
13.6302986,78.4779819,0,217
13.6303068,78.4779802,0,217
13.6303033,78.4779706,0,217
13.6302319,78.4780042,0,217
13.6302443,78.4779957,0,217
13.6302589,78.4779746,0,217
13.6302709,78.4779762,0,217
13.6303025,78.4779828,0,217
13.6302594,78.4779748,0,217
13.6302771,78.47798,0,217
13.6302644,78.4779883,0,217
13.6302722,78.4779836,0,217
13.6302758,78.4779955,0,217
13.6302531,78.4779819,0,217
13.6302327,78.4779704,0,217
13.6302706,78.4779758,0,217
13.6302879,78.477974,0,217
13.6302301,78.4779763,0,217
