lattitude,longitude,place,Room_no
13.6301912,78.4779903,0,216
13.6301871,78.4779991,0,216
13.6301772,78.4780026,0,216
13.6301813,78.4779969,0,216
13.6301824,78.4779963,0,216
13.6301732,78.4779908,0,216
13.6301865,78.4779941,0,216
13.6302008,78.478003,0,216
13.6301695,78.477994,0,216
13.6301577,78.4779647,0,216
13.6301488,78.4779497,0,216
13.6300995,78.4779509,0,216
13.630102,78.4779135,0,216
13.6301942,78.4779911,0,216
13.6301419,78.4779819,0,216
13.6301255,78.4779877,0,216
13.6301749,78.4779918,0,216
13.6301205,78.4779766,0,216
13.6301426,78.4779709,0,216
13.6301575,78.4779565,0,216
13.6301617,78.4779794,0,216
13.630158,78.4779916,0,216
13.6301372,78.4779523,0,216
13.6301306,78.477975,0,216
13.6301038,78.4779943,0,216
13.630111,78.4779746,0,216
13.6301511,78.4779569,0,216
13.6301189,78.4779829,0,216
13.6300843,78.4779902,0,216
13.6301141,78.4779449,0,216
13.6301373,78.4779562,0,216
13.630108,78.4779783,0,216
13.630107,78.4779823,0,216
13.6301625,78.4779881,0,216
13.6301931,78.4779981,0,216
13.6302045,78.4780011,0,216
13.6301935,78.4779878,0,216
13.630193,78.4779936,0,216
13.6302004,78.4779793,0,216
13.6301447,78.4779547,0,216
13.6301165,78.4779322,0,216
13.6300969,78.4779349,0,216
13.6301216,78.4779552,0,216
13.6301003,78.4779683,0,216
13.630085,78.4779643,0,216
13.6300818,78.4779633,0,216
13.6300749,78.477976,0,216
13.6301503,78.477982,0,216
13.6301818,78.4779895,0,216
13.6301637,78.4779606,0,216
13.6301034,78.4779909,0,216
13.6301004,78.4779721,0,216
13.6301298,78.4779665,0,216
13.6301418,78.4779627,0,216
13.6301424,78.4779844,0,216
13.630114,78.4779165,0,216
13.6301632,78.4779562,0,216
13.6301536,78.4779756,0,216
13.6301846,78.4779962,0,216
13.6301839,78.4780002,0,216
13.6301467,78.4779638,0,216
13.6301352,78.4779813,0,216
13.6301204,78.4779979,0,216
13.6300821,78.477933,0,216
13.6301336,78.4779889,0,216
13.6301843,78.4779954,0,216
13.6301193,78.4779431,0,216
13.6300887,78.4779503,0,216
13.6300906,78.4779867,0,216
13.630104,78.477978,0,216
13.6301161,78.4779598,0,216
13.630144,78.4779727,0,216
13.6301965,78.4779942,0,216
13.6301169,78.477937,0,216
13.6301308,78.4779656,0,216
13.6301062,78.4779481,0,216
13.6301073,78.4779075,0,216
13.6301164,78.4779111,0,216
13.6301024,78.4779195,0,216
13.6301192,78.4779352,0,216
13.6301312,78.4779991,0,216
13.630159,78.4779639,0,216
13.6301549,78.4779447,0,216
13.6301645,78.477945,0,216
13.6301085,78.4779569,0,216
13.6301568,78.4779852,0,216
13.6301276,78.4779264,0,216
13.6301463,78.4779701,0,216
13.6301078,78.4779908,0,216
13.6301198,78.4779591,0,216
13.6301271,78.4779653,0,216
13.630109,78.4779336,0,216
13.6301369,78.4779726,0,216
13.6301718,78.477991,0,216
13.6301634,78.477966,0,216
13.6302463,78.4779927,0,216
13.6301996,78.4779935,0,216
13.6300806,78.47799,0,216
13.630112,78.4779561,0,216
13.6301369,78.4779904,0,216
13.6301551,78.4779924,0,216
13.6301595,78.477963,0,216
13.6301278,78.4779946,0,216
13.6301215,78.4779877,0,216
13.6300813,78.4779671,0,216
13.6301589,78.4779846,0,216
13.6301642,78.4779646,0,216
13.6301484,78.4779351,0,216
13.6301633,78.4779601,0,216
13.6301707,78.4779805,0,216
13.6301602,78.4779681,0,216
13.630168,78.4779785,0,216
13.6301755,78.4779788,0,216
13.6301527,78.477966,0,216
13.6301295,78.4779497,0,216
13.6301447,78.4779552,0,216
13.6301564,78.4779836,0,216
13.6301363,78.4779439,0,216
13.6301354,78.4779345,0,216
13.6301975,78.4779799,0,216
13.6301843,78.4779951,0,216
13.630178,78.4779828,0,216
13.6301842,78.4779921,0,216
13.6301895,78.4779923,0,216
13.6301676,78.4779867,0,216
13.6301446,78.4779686,0,216
13.6301648,78.4779842,0,216
13.630185,78.477995,0,216
13.6301914,78.4779997,0,216
13.6301872,78.4779857,0,216
13.6301696,78.4779778,0,216
13.6301625,78.4779789,0,216
13.6301454,78.4779581,0,216
13.6301797,78.4779744,0,216
13.6301708,78.4779871,0,216
13.6301933,78.4780013,0,216
13.6301411,78.4779745,0,216
13.6301584,78.4779906,0,216
13.6301389,78.4779753,0,216
13.6301667,78.4779834,0,216
13.6301713,78.4779856,0,216
13.6301668,78.4779725,0,216
13.6301246,78.4779419,0,216
13.6301161,78.4779294,0,216
13.6301096,78.4779153,0,216
13.6301017,78.4779239,0,216
13.6301035,78.4779162,0,216
13.6301186,78.4779306,0,216
13.6301174,78.4779626,0,216
13.6301494,78.4779834,0,216
13.6301699,78.4779933,0,216
13.6301522,78.4779975,0,216
13.6301555,78.4779799,0,216
13.6301697,78.4779848,0,216
13.6301722,78.4779864,0,216
13.630142,78.4779879,0,216
13.6301576,78.4779891,0,216
13.6301815,78.4779963,0,216
13.6301795,78.4779932,0,216
13.6301961,78.4779927,0,216
13.6301538,78.4779431,0,216
13.6301561,78.4779594,0,216
13.6301949,78.4779868,0,216
13.6301913,78.4779909,0,216
13.6301848,78.4779957,0,216
13.6301783,78.4779944,0,216
13.6301788,78.4779905,0,216
13.6301465,78.4779579,0,216
13.6300793,78.4779781,0,216
13.6300799,78.4779628,0,216
13.6301344,78.4779862,0,216
13.6301477,78.4779914,0,216
13.6301593,78.4779789,0,216
13.6301276,78.4779877,0,216
13.6301439,78.4779933,0,216
13.6301403,78.4779918,0,216
13.63012,78.4779821,0,216
13.6301492,78.4779866,0,216
13.6301594,78.4779902,0,216
13.6301716,78.4779951,0,216
13.6301538,78.4779817,0,216
13.63017,78.4779861,0,216
13.6301749,78.4779921,0,216
13.6301862,78.4779992,0,216
13.6301668,78.4779978,0,216
13.6301642,78.4779949,0,216
13.6301528,78.4779902,0,216
13.6301532,78.4779876,0,216
13.6301681,78.4779887,0,216
13.6301925,78.477995,0,216
13.6301645,78.477993,0,216
13.6301548,78.4779911,0,216
13.63017,78.477988,0,216
13.6301631,78.4779861,0,216
13.6301695,78.4779889,0,216
13.6301889,78.4779927,0,216
13.6301852,78.4779921,0,216
13.6301883,78.4779885,0,216
13.6301954,78.4779969,0,216
13.6301991,78.4779987,0,216
13.6301961,78.4779965,0,216
13.6301897,78.4779977,0,216
13.6301703,78.4779856,0,216
13.6301326,78.4779613,1,216
13.6301104,78.477959,1,216
13.6300866,78.4779962,1,216
13.6301097,78.4779879,1,216
13.6300997,78.4779539,1,216
13.6300938,78.4779891,1,216
13.6300989,78.477966,1,216
13.6300709,78.4779868,1,216
13.6300637,78.4779968,1,216
13.6300748,78.4779634,1,216
13.6300907,78.4779394,1,216
13.6300933,78.4779646,1,216
13.6300859,78.4779712,1,216
13.6300709,78.4779932,1,216
13.6300862,78.4779579,1,216
13.6301064,78.4779325,1,216
13.6300891,78.4779517,1,216
13.6300841,78.4779634,1,216
13.6300809,78.4779669,1,216
13.6300842,78.4779766,1,216
13.6300905,78.4779664,1,216
13.6300981,78.4779367,1,216
13.6300917,78.4779488,1,216
13.6300918,78.4779451,1,216
13.6300859,78.4779802,1,216
13.6300904,78.477948,1,216
13.6300971,78.4779377,1,216
13.6300971,78.4779374,1,216
13.6300944,78.4779301,1,216
13.6300922,78.4779448,1,216
13.6300942,78.4779472,1,216
13.6300946,78.4779484,1,216
13.6300964,78.4779564,1,216
13.6300986,78.4779556,1,216
13.6300989,78.4779557,1,216
13.6300939,78.4779616,1,216
13.6300929,78.4779637,1,216
13.6300946,78.4779604,1,216
13.6300917,78.4779657,1,216
13.6300911,78.4779596,1,216
13.6300932,78.4779531,1,216
13.6300967,78.4779514,1,216
13.6300919,78.4779556,1,216
13.6300947,78.4779602,1,216
13.630096,78.4779638,1,216
13.6300943,78.4779563,1,216
13.6300927,78.477955,1,216
13.6300981,78.4779445,1,216
13.6300896,78.4779566,1,216
13.6300912,78.4779585,1,216
13.6300926,78.4779575,1,216
13.6300918,78.4779617,1,216
13.630093,78.4779624,1,216
13.630093,78.4779624,1,216
13.6300905,78.4779589,1,216
13.6300872,78.4779642,1,216
13.6300834,78.4779759,1,216
13.630084,78.4779798,1,216
13.6300788,78.4779835,1,216
13.6300848,78.4779763,1,216
13.6300857,78.4779705,1,216
13.6300903,78.4779641,1,216
13.6300867,78.4779653,1,216
13.6300888,78.4779625,1,216
13.6300879,78.477954,1,216
13.6300896,78.4779545,1,216
13.6300884,78.4779616,1,216
13.6300904,78.477961,1,216
13.6300871,78.4779718,1,216
13.6317029,78.4811097,1,216
13.6301008,78.477935,1,216
13.6300951,78.4779601,1,216
13.6300921,78.4779655,1,216
13.6300857,78.4779677,1,216
13.6300908,78.4779689,1,216
13.6300876,78.4779722,1,216
13.6300927,78.47796,1,216
13.6300975,78.4779561,1,216
13.6300988,78.4779612,1,216
13.6300977,78.4779492,1,216
13.6301009,78.4779464,1,216
13.6300994,78.477942,1,216
13.6300958,78.4779587,1,216
13.6300972,78.4779679,1,216
13.6300977,78.4779673,1,216
13.6301004,78.4779792,1,216
13.6301045,78.4779893,1,216
13.6301151,78.4779969,1,216
13.6301188,78.4779975,1,216
13.6301188,78.4779919,1,216
13.6301296,78.4779938,1,216
13.6301201,78.4779926,1,216
13.6301159,78.4779896,1,216
13.6301127,78.4779765,1,216
13.6301344,78.4779798,1,216
13.6301252,78.4779529,1,216
13.6301288,78.4779545,1,216
13.6301339,78.4779736,1,216
13.6301343,78.4779724,1,216
13.6301318,78.4779712,1,216
13.6301167,78.4779746,1,216
13.6301125,78.4779804,1,216
13.6301029,78.4779887,1,216
13.630098,78.4779823,1,216
13.6300893,78.4779908,1,216
13.6300927,78.4779734,1,216
13.6300899,78.4779721,1,216
13.6300864,78.4779742,1,216
13.6300882,78.4779612,1,216
13.6301024,78.4779614,1,216
13.6301061,78.4779528,1,216
13.6301047,78.4779467,1,216
13.6300994,78.4779439,1,216
13.6300871,78.4779631,1,216
13.630091,78.4779499,1,216
13.6300864,78.4779596,1,216
13.6300902,78.4779525,1,216
13.6301062,78.4779465,1,216
13.6300843,78.4779531,1,216
13.6300841,78.4779735,1,216
13.6300924,78.4779562,1,216
13.6300997,78.4779415,1,216
13.6301033,78.4779405,1,216
13.6301036,78.4779627,1,216
13.6300929,78.477979,1,216
13.6300885,78.4779769,1,216
13.6300901,78.4779562,1,216
13.6300924,78.4779395,1,216
13.630096,78.4779372,1,216
13.6300894,78.4779565,1,216
13.6300917,78.4779526,1,216
13.6300938,78.4779524,1,216
13.630094,78.4779493,1,216
13.6300885,78.4779555,1,216
13.630094,78.4779559,1,216
13.6300987,78.4779617,1,216
13.6300962,78.477958,1,216
13.6300927,78.4779655,1,216
13.630097,78.4779569,1,216
13.6300974,78.4779566,1,216
13.6300943,78.4779469,1,216
13.6300976,78.4779379,1,216
13.630097,78.4779404,1,216
13.6300969,78.4779371,1,216
13.6300928,78.4779358,1,216
13.6300948,78.4779431,1,216
13.6300867,78.4779764,1,216
13.6300902,78.4779681,1,216
13.6300948,78.4779516,1,216
13.6300774,78.477988,1,216
13.6300761,78.4779889,1,216
13.6300835,78.4779659,1,216
13.6300891,78.4779525,1,216
13.6300849,78.4779658,1,216
13.6301009,78.4779372,1,216
13.630101,78.4779495,1,216
13.6301028,78.4779388,1,216
13.6300977,78.4779218,1,216
13.630097,78.4779347,1,216
13.6300974,78.4779382,1,216
13.6300973,78.4779279,1,216
13.6300844,78.4779564,1,216
13.6300766,78.4779737,1,216
13.6300857,78.4779605,1,216
13.6300773,78.4779882,1,216
13.6300833,78.4779526,1,216
13.6300852,78.4779627,1,216
13.6300969,78.4779442,1,216
13.6300824,78.477972,1,216
13.6300773,78.4779821,1,216
13.6300892,78.4779477,1,216
13.6300835,78.4779682,1,216
13.6300973,78.4779196,1,216
13.6300884,78.4779575,1,216
13.6300818,78.4779756,1,216
13.6300923,78.477953,1,216
13.6300864,78.4779768,1,216
13.6300865,78.4779887,1,216
13.6300899,78.4779734,1,216
13.6300964,78.4779513,1,216
13.6300973,78.4779402,1,216
13.6300871,78.4779567,1,216
13.6300828,78.477968,1,216
13.6300842,78.4779728,1,216
13.6300853,78.4779587,1,216
13.6300871,78.4779435,1,216
13.6300905,78.4779611,1,216
13.6300893,78.4779611,1,216
13.6300866,78.4779586,1,216
13.630089,78.4779393,1,216
13.6300896,78.477945,1,216
13.630091,78.4779753,1,216
13.6300931,78.4779597,1,216
13.6300857,78.4779804,1,216
13.6300922,78.4779618,1,216
13.6300991,78.4779249,1,216
13.6301023,78.4779047,1,216
13.6300966,78.4779292,1,216
13.6300829,78.4779617,1,216
13.6300811,78.4779621,1,216
13.6300842,78.4779487,1,216
13.6300903,78.4779839,1,216
13.6300829,78.4779951,1,216
13.6300811,78.4779954,1,216
13.6300901,78.4779523,1,216
13.6300884,78.4779559,1,216
13.6300974,78.4779542,1,216
13.6300937,78.4779861,1,216
13.6300916,78.4779963,1,216
13.6300858,78.4779648,1,216
13.6300852,78.4779529,1,216
13.6301008,78.4779091,1,216
13.6301094,78.4778921,1,216
13.630094,78.4779474,1,216
13.630099,78.4779546,1,216
13.6300978,78.4779598,1,216
13.630114,78.4779672,1,216
13.6301084,78.4779576,1,216
13.6300992,78.4779498,1,216
13.6300996,78.4779471,1,216
13.6300987,78.477939,1,216
13.6300852,78.4779668,1,216
13.6300795,78.4779713,1,216
13.6300772,78.477996,1,216
13.630087,78.4779771,1,216
13.6300936,78.4779603,1,216
13.6300877,78.4779801,1,216
13.63009,78.4779489,1,216
13.6300961,78.4779293,1,216
13.6300803,78.4779847,1,216
13.6300836,78.477993,1,216
13.6300876,78.4779711,1,216
13.6300885,78.4779581,1,216
13.6300919,78.4779532,1,216
13.6300982,78.4779394,1,216
13.6300955,78.4779725,1,216
13.6300896,78.4779521,1,216
13.6300794,78.4779782,1,216
13.6300893,78.47795,1,216
13.6301062,78.477915,1,216
13.6301012,78.4779345,1,216
13.6301017,78.4779285,1,216
13.6300983,78.4779239,1,216
13.6301402,78.4779594,1,216
13.6301023,78.4779708,1,216
13.6301065,78.4779547,1,216
13.6300917,78.4779571,1,216
13.630102,78.4779154,1,216
13.6300943,78.4779483,1,216
13.6300952,78.477953,1,216
13.6301037,78.4779417,1,216
13.6300986,78.4779392,1,216
13.6300999,78.4779489,1,216
13.6301126,78.4779624,1,216
13.6301042,78.4779611,1,216
13.6300992,78.4779614,1,216
13.6300897,78.4779848,1,216
13.6300971,78.4779628,1,216
13.6300983,78.477959,1,216
13.6300984,78.4778955,1,216
13.6300824,78.4779421,1,216
13.6301369,78.4779421,1,216
13.6301017,78.4779999,1,216
13.6300994,78.4779393,1,216
13.6301109,78.4779462,1,216
13.6300628,78.4779859,1,216
13.6301118,78.4779822,1,216
13.6300574,78.4779462,1,216
13.6301049,78.4779702,1,216
13.6301026,78.4779473,1,216
13.6300664,78.4779684,1,216
13.6301038,78.4779413,1,216
13.6300675,78.4779665,1,216
13.6301094,78.4779646,1,216
13.6301269,78.4779651,1,216
13.6300903,78.4779443,1,216
13.6301397,78.4779692,1,216
13.630122,78.4779481,1,216
13.6300696,78.4779818,1,216
13.6301221,78.4779606,1,216
13.6301106,78.4779718,1,216
13.630084,78.4779612,1,216
13.6301036,78.4779504,1,216
13.6301392,78.4779793,1,216
13.6300711,78.4779632,1,216
13.630122,78.4779699,1,216
13.6300853,78.4779332,1,216
13.6301421,78.4779775,1,216
13.630148,78.4779812,1,216
13.6300905,78.4779119,1,216
13.6301371,78.4779986,1,216
13.630125,78.4779781,1,216
13.6300931,78.4779085,1,216
13.630118,78.4779674,1,216
13.6300898,78.4779088,1,216
13.6301224,78.4779849,1,216
13.6300883,78.4779185,1,216
13.6301101,78.4779555,1,216
13.6301111,78.4779271,1,216
13.6301124,78.4779487,1,216
13.6300763,78.477946,1,216
13.6301229,78.477955,1,216
13.6301129,78.477963,1,216
13.630075,78.4779414,1,216
13.6301386,78.4779597,1,216
13.6301114,78.4779618,1,216
13.6300632,78.4779208,1,216
13.6301035,78.4779388,1,216
13.6300787,78.4779182,1,216
13.6301081,78.4779386,1,216
13.6300973,78.4779814,1,216
13.630118,78.4779115,1,216
13.6301074,78.4779541,1,216
13.6301089,78.4779159,1,216
13.6300949,78.4779628,1,216
13.6301052,78.4779711,1,216
13.630092,78.4779094,1,216
13.6301156,78.4779719,1,216
13.6300831,78.4779135,1,216
13.6301149,78.477961,1,216
13.6301245,78.4779739,1,216
13.630096,78.4778949,1,216
13.6301257,78.4779657,1,216
13.6301188,78.4779524,1,216
13.6300848,78.4779539,1,216
13.6301156,78.4779465,1,216
13.6300563,78.47799,1,216
13.6301112,78.4779158,1,216
13.6300712,78.477971,1,216
13.6301226,78.4779342,1,216
13.6300694,78.4779624,1,216
13.6301068,78.4779187,1,216
13.6301097,78.4779372,1,216
13.630093,78.4778838,1,216
13.6301359,78.4779852,1,216
13.6300633,78.4779219,1,216
13.6301298,78.4779684,1,216
13.6300656,78.477964,1,216
13.6301324,78.4779912,1,216
13.6301126,78.477966,1,216
13.630117,78.4779598,1,216
13.630122,78.4779717,1,216
13.630129,78.4779689,1,216
13.6301252,78.4779625,1,216
13.6301414,78.4779667,1,216
13.6301227,78.4779611,1,216
13.63011,78.4779541,1,216
13.6300992,78.4779475,1,216
13.6301138,78.4779663,1,216
13.6301275,78.4779696,1,216
13.630138,78.4779716,1,216
13.6301268,78.4779519,1,216
13.6301151,78.477964,1,216
13.6301205,78.4779475,1,216
13.6301376,78.4779597,1,216
13.6301471,78.4779812,1,216
13.630091,78.4779648,1,216
13.6301294,78.4779575,1,216
13.6301297,78.4779662,1,216
13.6301208,78.4779571,1,216
13.6301789,78.4779741,1,216
13.6301429,78.4779679,1,216
13.630086,78.477912,1,216
13.6301347,78.4779497,1,216
13.6301533,78.4779634,1,216
13.630179,78.4779697,1,216
13.6301477,78.4779659,1,216
13.6301454,78.4779709,1,216
13.6301723,78.4779792,1,216
13.6301633,78.4779825,1,216
13.6301107,78.4779874,1,216
13.6301019,78.4779924,1,216
13.6301101,78.477971,1,216
13.630116,78.4779481,1,216
13.6301177,78.4779672,1,216
13.6301292,78.4779661,1,216
13.6301769,78.4779731,1,216
13.6301509,78.4779587,1,216
13.6301682,78.4779621,1,216
13.6301081,78.4779436,1,216
13.6301033,78.4779521,1,216
13.6300971,78.4779493,1,216
13.6301149,78.4779463,1,216
13.6301231,78.4779372,1,216
13.6301218,78.4779572,1,216
13.6301387,78.4779731,1,216
13.6301288,78.4779821,1,216
13.6301228,78.4779553,1,216
13.6301304,78.4779523,1,216
13.6301216,78.4779436,1,216
13.6301765,78.4779655,1,216
13.6301788,78.4779642,1,216
13.6301111,78.4779471,1,216
13.6301025,78.4779488,1,216
13.6301186,78.4779401,1,216
13.6301145,78.4779546,1,216
13.630108,78.4779686,1,216
13.6300873,78.4779475,1,216
13.6301016,78.4779472,1,216
13.6300999,78.4779401,1,216
13.6301266,78.4779549,1,216
13.6301169,78.4779193,1,216
13.6301,78.4779819,1,216
13.6301013,78.4779564,1,216
13.6301586,78.477961,1,216
13.6301071,78.4779754,1,216
13.6300974,78.4779365,1,216
13.6300997,78.4779378,1,216
13.6301033,78.4779905,1,216
13.6301354,78.4779631,1,216
13.6300717,78.4779664,1,216
13.6301234,78.4779493,1,216
13.6301267,78.4779553,1,216
13.6301371,78.4779406,1,216
13.6301199,78.47795,1,216
13.6301065,78.4779439,1,216
13.6300571,78.477994,1,216
13.6301283,78.4779508,1,216
13.6301162,78.4779741,1,216
13.6301277,78.4779811,1,216
13.6300675,78.4779696,1,216
13.6301269,78.4779874,1,216
13.6300683,78.4779512,1,216
13.6301043,78.4779794,1,216
13.6300871,78.4778983,1,216
13.6300994,78.4779461,1,216
13.6300631,78.477971,1,216
13.6301215,78.4779525,1,216
13.6300955,78.477926,1,216
13.6301184,78.4779856,1,216
13.6301482,78.4779771,1,216
13.6300894,78.4779591,1,216
13.6301346,78.4779668,1,216
13.6301073,78.4779738,1,216
13.6301318,78.4779608,1,216
13.6301053,78.4779357,1,216
13.6301382,78.4779732,1,216
13.6301182,78.4779823,1,216
13.630086,78.4779427,1,216
13.6301169,78.4779805,1,216
13.630133,78.4779825,1,216
13.6300792,78.4779657,1,216
13.6301425,78.4779663,1,216
13.6300722,78.4779299,1,216
13.6300994,78.4779331,1,216
13.630101,78.4779274,1,216
13.6301149,78.4779321,1,216
13.6301097,78.4779293,1,216
13.6301086,78.4779297,1,216
13.630076,78.4779775,1,216
13.6300858,78.4779697,1,216
13.6300915,78.4779671,1,216
13.6301132,78.4779452,1,216
13.6300999,78.4779596,1,216
13.630094,78.4778861,1,216
13.6301038,78.4779516,1,216
13.6301041,78.4779296,1,216
13.63008,78.4779323,1,216
13.6301053,78.4779243,1,216
13.6300732,78.4779317,1,216
13.6301106,78.4779327,1,216
13.6301073,78.4779358,1,216
13.6301041,78.4778993,1,216
13.6301072,78.4779353,1,216
13.630108,78.4779337,1,216
13.6300992,78.47797,1,216
13.6301101,78.4779307,1,216
13.6300906,78.4779522,1,216
13.6301107,78.4779293,1,216
13.630097,78.4779237,1,216
13.63012,78.4779322,1,216
13.6301107,78.477937,1,216
13.630082,78.47795,1,216
13.6301055,78.4779608,1,216
13.6300967,78.4779339,1,216
13.6301025,78.4779685,1,216
13.6301035,78.4779547,1,216
13.6301079,78.477903,1,216
13.6301119,78.4779531,1,216
13.6301231,78.4779072,1,216
13.630112,78.4779662,1,216
13.6301213,78.4779641,1,216
13.6300969,78.4779104,1,216
13.6300883,78.477929,1,216
13.6301007,78.4779408,1,216
13.6301164,78.4779324,1,216
13.630088,78.477946,1,216
13.6300891,78.4779483,1,216
13.6300834,78.4779809,1,216
13.6300944,78.4779673,1,216
13.6300663,78.4779772,1,216
13.6301002,78.4779376,1,216
13.6301124,78.4779519,1,216
13.6301181,78.4779348,1,216
13.6301061,78.4779463,1,216
13.6301207,78.4779345,1,216
13.6301123,78.4779331,1,216
13.6300995,78.4779286,1,216
13.6301123,78.4779263,1,216
13.6301053,78.4779203,1,216
13.6300973,78.477905,1,216
13.6301039,78.4779171,1,216
13.6301007,78.4778984,1,216
13.630099,78.477923,1,216
13.6300639,78.4779442,1,216
13.6300943,78.4779296,1,216
13.6301261,78.4779393,1,216
13.6301084,78.4779521,1,216
13.6301078,78.4779436,1,216
13.6301299,78.4779262,1,216
13.6301042,78.4779505,1,216
13.6301027,78.477937,1,216
13.630081,78.4779734,1,216
13.6300992,78.4779318,1,216
13.6301117,78.4779535,1,216
13.6300957,78.4779324,1,216
13.6300935,78.477928,1,216
13.6301033,78.477931,1,216
13.6300955,78.4779265,1,216
13.6300976,78.4779151,1,216
13.6301064,78.47793,1,216
13.6301063,78.4779155,1,216
13.6300857,78.4779174,1,216
13.6301236,78.4779327,1,216
13.6300965,78.4779512,1,216
13.6300708,78.4779685,1,216
13.6301055,78.4779474,1,216
13.6301027,78.4779943,1,216
13.6301122,78.4779456,1,216
13.6300976,78.4779588,1,216
13.6300869,78.4779613,1,216
13.6301,78.4779371,1,216
13.6300956,78.4779344,1,216
13.6300821,78.4779636,1,216
13.6301057,78.4779313,1,216
13.6300812,78.477953,1,216
13.6301343,78.4779361,1,216
13.6301269,78.4779333,1,216
13.6300973,78.4779183,1,216
13.6301128,78.4779705,1,216
13.6301103,78.4779215,1,216
13.630116,78.4779138,1,216
13.6300952,78.4779611,1,216
13.6300891,78.477914,1,216
13.6301331,78.4779371,1,216
13.630089,78.4779504,1,216
13.6300901,78.4779711,1,216
13.6301417,78.4779477,1,216
13.6301431,78.4779509,1,216
13.6301063,78.4779614,1,216
13.6300826,78.477977,1,216
13.6301052,78.4779375,1,216
13.6301096,78.4779004,1,216
13.6300879,78.4779454,1,216
13.6301056,78.4779036,1,216
13.6300816,78.4779805,1,216
13.6300703,78.4779376,1,216
13.6300836,78.477955,1,216
13.6300887,78.4779692,1,216
13.6300712,78.4779506,1,216
13.630081,78.4779737,1,216
13.6300763,78.4779727,1,216
13.630057,78.4779906,1,216
13.6300837,78.4779711,1,216
13.6300973,78.477935,1,216
13.6301154,78.4779537,1,216
13.6300819,78.4779624,1,216
13.6300981,78.4779281,1,216
13.6301017,78.4779178,1,216
13.6300944,78.4779344,1,216
13.6300925,78.4779483,1,216
13.6300949,78.4779437,1,216
13.6300958,78.4779176,1,216
13.6300948,78.4779418,1,216
13.6300904,78.4779228,1,216
13.6300881,78.477939,1,216
13.6300974,78.4779129,1,216
13.630105,78.4779444,1,216
13.6300911,78.4779874,1,216
13.6301128,78.4779257,1,216
13.6301108,78.477956,1,216
13.6300977,78.4779328,1,216
13.6300936,78.4779519,1,216
13.6301083,78.4779113,1,216
13.6300899,78.4779495,1,216
13.630086,78.4779406,1,216
13.6300939,78.4779304,1,216
13.6300628,78.4779769,1,216
13.6300981,78.4779104,1,216
13.6301099,78.477909,1,216
13.6301179,78.4779591,1,216
13.6301112,78.4779006,1,216
13.6301162,78.4779128,1,216
13.6300916,78.4779562,1,216
13.6300833,78.4779737,1,216
13.6300874,78.4779285,1,216
13.6301037,78.4779395,1,216
13.6301142,78.4779165,1,216
13.6301005,78.4778997,1,216
13.6301119,78.4779031,1,216
13.6301199,78.4779081,1,216
13.6301351,78.4779277,1,216
13.6300806,78.4779367,1,216
13.6301545,78.4779498,1,216
13.63007,78.4779467,1,216
13.6301638,78.4779624,1,216
13.6301424,78.4779373,1,216
13.6301325,78.477929,1,216
13.6300727,78.4779624,1,216
13.6301494,78.4779464,1,216
13.6300673,78.4779489,1,216
13.6301154,78.4779073,1,216
13.6300855,78.4779172,1,216
13.6300881,78.4779704,1,216
13.6300869,78.477934,1,216
13.6300838,78.4779366,1,216
13.6300937,78.477923,1,216
13.6301084,78.4779262,1,216
13.6300954,78.477916,1,216
13.6301108,78.4779037,1,216
13.6300975,78.4779222,1,216
13.6300835,78.4779382,1,216
13.6300953,78.4779349,1,216
13.63008,78.4779835,1,216
13.630103,78.4779145,1,216
13.6300838,78.4779441,1,216
13.6301098,78.4779039,1,216
13.630083,78.4779292,1,216
13.630111,78.4778959,1,216
13.6300799,78.4779413,1,216
13.6300836,78.4779312,1,216
13.6300766,78.4779762,1,216
13.6300881,78.4779378,1,216
13.6301039,78.4779018,1,216
13.630099,78.4779223,1,216
13.6300853,78.4779362,1,216
13.6300898,78.4779056,1,216
13.6300941,78.4779247,1,216
13.6300835,78.4779579,1,216
13.6300956,78.4779259,1,216
13.6300878,78.4779553,1,216
13.6300787,78.4779939,1,216
13.6300987,78.4779223,1,216
13.6300906,78.4779945,1,216
13.6300858,78.4779509,1,216
13.6300772,78.4779531,1,216
13.6300761,78.4779717,1,216
13.6300907,78.4779508,1,216
13.6300893,78.4779731,1,216
13.630087,78.477975,1,216
13.6301063,78.477958,1,216
13.6300916,78.4779515,1,216
13.6300943,78.4779396,1,216
13.6300864,78.4779719,1,216
13.6300879,78.4779747,1,216
13.630097,78.4779715,1,216
13.6300927,78.4779394,1,216
13.6300581,78.4779698,1,216
13.6300777,78.4779492,1,216
13.6300668,78.4779737,1,216
13.6300847,78.4779564,1,216
13.6300809,78.4779133,1,216
13.6300949,78.4779205,1,216
13.6301021,78.4779223,1,216
13.6300825,78.4779166,1,216
13.6300976,78.4779298,1,216
13.6300717,78.4779538,1,216
13.6301088,78.4779062,1,216
13.6300852,78.4779347,1,216
13.6300782,78.4779526,1,216
13.6300863,78.477951,1,216
13.6300724,78.4779704,1,216
13.6300878,78.4779329,1,216
13.6301108,78.4779113,1,216
13.6300908,78.4779364,1,216
13.6300823,78.4779548,1,216
13.6301056,78.4779353,1,216
13.6300893,78.4779313,1,216
13.6301147,78.4779271,1,216
13.6300833,78.477958,1,216
13.6300824,78.4779456,1,216
13.6301143,78.4779123,1,216
